folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
Clinical Data/Diagnostic Studies/Heart Rate Variability/Full Night,ulf_fn5,"Normal-to-normal intervals up to 0.003 Hz, full night: Total spectral power",,numeric,milliseconds squared,,,,,
Clinical Data/Diagnostic Studies/Heart Rate Variability/Full Night,vlf_fn5,"Normal-to-normal intervals between 0.003 and 0.04 Hz (and between 0 and 0.04 Hz in 5-minute windows), full night:  Total spectral power",,numeric,milliseconds squared,,,,,
Clinical Data/Diagnostic Studies/Heart Rate Variability/Non-Overlapping Windows,avnn_5m5,"Normal-to-normal intervals, non-overlapping windows: Mean",,numeric,milliseconds,,,,,
Clinical Data/Diagnostic Studies/Heart Rate Variability/Non-Overlapping Windows,hf_5m5,"Normal-to-normal intervals between 0.15 and 0.4 Hz, non-overlapping windows: Total spectral power",,numeric,milliseconds squared,,,,,
Clinical Data/Diagnostic Studies/Heart Rate Variability/Non-Overlapping Windows,hfn_5m5,"Low frequency power, non-overlapping windows: Normalized ratio",,numeric,,,,,,
Clinical Data/Diagnostic Studies/Heart Rate Variability/Non-Overlapping Windows,ihr_5m5,"Instantaneous heart rate, non-overlapping windows: Average",,numeric,beats per minute,,,,,
Clinical Data/Diagnostic Studies/Heart Rate Variability/Non-Overlapping Windows,lf_5m5,"Normal-to-normal intervals between 0.04 and 0.15 Hz, non-overlapping windows: Total spectral power",,numeric,milliseconds squared,,,,,
Clinical Data/Diagnostic Studies/Heart Rate Variability/Non-Overlapping Windows,lf_hf_5m5,"Low frequency power / high frequency power, non-overlapping windows",,numeric,,,,,,
Clinical Data/Diagnostic Studies/Heart Rate Variability/Non-Overlapping Windows,lfn_5m5,"High frequency power, non-overlapping windows: Normalized ratio",,numeric,,,,,,
Clinical Data/Diagnostic Studies/Heart Rate Variability/Non-Overlapping Windows,nn_rr_5m5,"Consecutive normal-to-normal intervals / all inter-beat intervals, non-overlapping windows",,numeric,,,,,,
Clinical Data/Diagnostic Studies/Heart Rate Variability/Non-Overlapping Windows,pnn10_5m5,"Adjacent normal-to-normal intervals, non-overlapping windows: Percentage of differences > 10 ms",,numeric,percent,,,,,
Clinical Data/Diagnostic Studies/Heart Rate Variability/Non-Overlapping Windows,pnn20_5m5,"Adjacent normal-to-normal intervals, non-overlapping windows: Percentage of differences > 20 ms",,numeric,percent,,,,,
Clinical Data/Diagnostic Studies/Heart Rate Variability/Non-Overlapping Windows,pnn30_5m5,"Adjacent normal-to-normal intervals, non-overlapping windows: Percentage of differences > 30 ms",,numeric,percent,,,,,
Clinical Data/Diagnostic Studies/Heart Rate Variability/Non-Overlapping Windows,pnn40_5m5,"Adjacent normal-to-normal intervals, non-overlapping windows: Percentage of differences > 40 ms",,numeric,percent,,,,,
Clinical Data/Diagnostic Studies/Heart Rate Variability/Non-Overlapping Windows,pnn50_5m5,"Adjacent normal-to-normal intervals, non-overlapping windows: Percentage of differences > 50 ms",,numeric,percent,,,,,
Clinical Data/Diagnostic Studies/Heart Rate Variability/Non-Overlapping Windows,rmssd_5m5,"Adjacent normal-to-normal intervals, non-overlapping windows: Square root of the mean of the squares of differences",,numeric,milliseconds,,,,,
Clinical Data/Diagnostic Studies/Heart Rate Variability/Non-Overlapping Windows,sdnn_5m5,"Normal-to-normal intervals, non-overlapping windows: Standard deviation",,numeric,milliseconds,,,,,
Clinical Data/Diagnostic Studies/Heart Rate Variability/Non-Overlapping Windows,totpwr_5m5,"Normal-to-normal intervals up to 0.04 Hz, non-overlapping windows: Total spectral power",,numeric,milliseconds squared,,,,,
Clinical Data/Diagnostic Studies/Heart Rate Variability/Non-Overlapping Windows,vlf_5m5,"Normal-to-normal intervals between 0.003 and 0.04 Hz (and between 0 and 0.04 Hz in 5-minute windows), non-overlapping windows:  Total spectral power",,numeric,milliseconds squared,,,,,
Demographics/Employment,extrahrs5,Days per month working extra hours beyong usual schedule,How many days per month do you work extra hours beyond your usual schedule?,integer,days,,work_schedule,,,
Demographics/Employment,wrksched5,Usual work schedule,Which of the following best describes your usual work schedule?,choices,,usualwork,work_schedule,,,
Sleep Monitoring/Actigraphy,actquality5,Actigraphy: Overall quality grading,,choices,,overallqualitygrade,,,,
Sleep Monitoring/Actigraphy,avg24hrsleep5,Average daily total sleep duration in main sleep and naps combined in all days  from actigraphy,,numeric,minutes,,avgdursp_ib_w7_f2,,,
Sleep Monitoring/Actigraphy,avg24hrsleepnw5,Average daily total sleep duration in main sleep and naps combined in non-workdays  from actigraphy,,numeric,minutes,,avgdursp_ib_wn_f2,,,
Sleep Monitoring/Actigraphy,avg24hrsleepwd5,Average daily total sleep duration in main sleep and naps combined in weekdays  from actigraphy,,numeric,minutes,,avgdursp_ib_w5_f2,,,
Sleep Monitoring/Actigraphy,avg24hrsleepwe5,Average daily total sleep duration in main sleep and naps combined in weekends  from actigraphy,,numeric,minutes,,avgdursp_ib_w2_f2,,,
Sleep Monitoring/Actigraphy,avg24hrsleepwo5,Average daily total sleep duration in main sleep and naps combined in workdays  from actigraphy,,numeric,minutes,,avgdursp_ib_ww_f2,,,
Sleep Monitoring/Actigraphy,avgbluetalt5,"Average blue light time above 1,000 ÂµW/cmÂ² threshold over 24-hour periods in all days  from actigraphy",,numeric,minutes,,avgtallb_ib_w7_f2,,,
Sleep Monitoring/Actigraphy,avgbluetaltnw5,"Average blue light time above 1,000 ÂµW/cmÂ² threshold over 24-hour periods in non-workdays  from actigraphy",,numeric,minutes,,avgtallb_ib_wn_f2,,,
Sleep Monitoring/Actigraphy,avgbluetaltwd5,"Average blue light time above 1,000 ÂµW/cmÂ² threshold over 24-hour periods in weekdays  from actigraphy",,numeric,minutes,,avgtallb_ib_w5_f2,,,
Sleep Monitoring/Actigraphy,avgbluetaltwe5,"Average blue light time above 1,000 ÂµW/cmÂ² threshold over 24-hour periods in weekends  from actigraphy",,numeric,minutes,,avgtallb_ib_w2_f2,,,
Sleep Monitoring/Actigraphy,avgbluetaltwo5,"Average blue light time above 1,000 ÂµW/cmÂ² threshold over 24-hour periods in workdays  from actigraphy",,numeric,minutes,,avgtallb_ib_ww_f2,,,
Sleep Monitoring/Actigraphy,avgefficiency5,Average daily sleep efficiency in all days  from actigraphy,"Sleep efficiency is the proportion of sleep duration (i.e. total sleep time, tst) in total rest period (i.e. rest interval) in main sleep. Sleep duration is the interval between sleep onset time and sleep offset time while asleep. In this study, rest interval is the same as in-bed period. ",numeric,percent,,avgeffrt_im_w7_f2,,TRUE,
Sleep Monitoring/Actigraphy,avgefficiencynw5,Average daily sleep efficiency in non-workdays  from actigraphy,"Sleep efficiency is the proportion of sleep duration (i.e. total sleep time, tst) in total rest period (i.e. rest interval) in main sleep. Sleep duration is the interval between sleep onset time and sleep offset time while asleep. In this study, rest interval is the same as in-bed period. ",numeric,percent,,avgeffrt_im_wn_f2,,,
Sleep Monitoring/Actigraphy,avgefficiencywd5,Average daily sleep efficiency in weekdays  from actigraphy,"Sleep efficiency is the proportion of sleep duration (i.e. total sleep time, tst) in total rest period (i.e. rest interval) in main sleep. Sleep duration is the interval between sleep onset time and sleep offset time while asleep. In this study, rest interval is the same as in-bed period. ",numeric,percent,,avgeffrt_im_w5_f2,,,
Sleep Monitoring/Actigraphy,avgefficiencywe5,Average daily sleep efficiency in weekends  from actigraphy,"Sleep efficiency is the proportion of sleep duration (i.e. total sleep time, tst) in total rest period (i.e. rest interval) in main sleep. Sleep duration is the interval between sleep onset time and sleep offset time while asleep. In this study, rest interval is the same as in-bed period. ",numeric,percent,,avgeffrt_im_w2_f2,,,
Sleep Monitoring/Actigraphy,avgefficiencywo5,Average daily sleep efficiency in workdays  from actigraphy,"Sleep efficiency is the proportion of sleep duration (i.e. total sleep time, tst) in total rest period (i.e. rest interval) in main sleep. Sleep duration is the interval between sleep onset time and sleep offset time while asleep. In this study, rest interval is the same as in-bed period. ",numeric,percent,,avgeffrt_im_ww_f2,,,
Sleep Monitoring/Actigraphy,avgfragmentation5,Average daily total sleep fragmentation index in main sleep in all days  from actigraphy,"Sleep Fragmentation is an index of restlessness during the sleep period expressed as a percentage. [Kristen L et al. 2011 (PubMed ID:21411507)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3114508/) <br><br>There are three type of measures for sleep fragmentation: movement Index (MI), fragmentation index (FI), and total sleep fragmentation Index. The fragmentation index refers to the percentage of 60?s periods of sleep out of the total number of periods of immobility. The movement index refers to the total of scored awake minutes divided by sleep period (i.e. total time in bed). The total sleep fragmentation index is the sum of FI and MI. (ActiGraph validation reference)[https://actigraphcorp.force.com/support/s/article/Sleep-Fragmentation-Index-Validation-Reference]",numeric,percent,,avgindfg_im_w7_f2,,,
Sleep Monitoring/Actigraphy,avgfragmentationnw5,Average daily total sleep fragmentation index in main sleep in non-workdays  from actigraphy,"Sleep Fragmentation is an index of restlessness during the sleep period expressed as a percentage. [Kristen L et al. 2011 (PubMed ID:21411507)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3114508/) <br><br>There are three type of measures for sleep fragmentation: movement Index (MI), fragmentation index (FI), and total sleep fragmentation Index. The fragmentation index refers to the percentage of 60?s periods of sleep out of the total number of periods of immobility. The movement index refers to the total of scored awake minutes divided by sleep period (i.e. total time in bed). The total sleep fragmentation index is the sum of FI and MI. (ActiGraph validation reference)[https://actigraphcorp.force.com/support/s/article/Sleep-Fragmentation-Index-Validation-Reference]",numeric,percent,,avgindfg_im_wn_f2,,,
Sleep Monitoring/Actigraphy,avgfragmentationwd5,Average daily total sleep fragmentation index in main sleep in weekdays  from actigraphy,"Sleep Fragmentation is an index of restlessness during the sleep period expressed as a percentage. [Kristen L et al. 2011 (PubMed ID:21411507)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3114508/) <br><br>There are three type of measures for sleep fragmentation: movement Index (MI), fragmentation index (FI), and total sleep fragmentation Index. The fragmentation index refers to the percentage of 60?s periods of sleep out of the total number of periods of immobility. The movement index refers to the total of scored awake minutes divided by sleep period (i.e. total time in bed). The total sleep fragmentation index is the sum of FI and MI. (ActiGraph validation reference)[https://actigraphcorp.force.com/support/s/article/Sleep-Fragmentation-Index-Validation-Reference]",numeric,percent,,avgindfg_im_w5_f2,,,
Sleep Monitoring/Actigraphy,avgfragmentationwe5,Average daily total sleep fragmentation index in main sleep in weekends  from actigraphy,"Sleep Fragmentation is an index of restlessness during the sleep period expressed as a percentage. [Kristen L et al. 2011 (PubMed ID:21411507)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3114508/) <br><br>There are three type of measures for sleep fragmentation: movement Index (MI), fragmentation index (FI), and total sleep fragmentation Index. The fragmentation index refers to the percentage of 60?s periods of sleep out of the total number of periods of immobility. The movement index refers to the total of scored awake minutes divided by sleep period (i.e. total time in bed). The total sleep fragmentation index is the sum of FI and MI. (ActiGraph validation reference)[https://actigraphcorp.force.com/support/s/article/Sleep-Fragmentation-Index-Validation-Reference]",numeric,percent,,avgindfg_im_w2_f2,,,
Sleep Monitoring/Actigraphy,avgfragmentationwo5,Average daily total sleep fragmentation index in main sleep in workdays  from actigraphy,"Sleep Fragmentation is an index of restlessness during the sleep period expressed as a percentage. [Kristen L et al. 2011 (PubMed ID:21411507)](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3114508/) <br><br>There are three type of measures for sleep fragmentation: movement Index (MI), fragmentation index (FI), and total sleep fragmentation Index. The fragmentation index refers to the percentage of 60?s periods of sleep out of the total number of periods of immobility. The movement index refers to the total of scored awake minutes divided by sleep period (i.e. total time in bed). The total sleep fragmentation index is the sum of FI and MI. (ActiGraph validation reference)[https://actigraphcorp.force.com/support/s/article/Sleep-Fragmentation-Index-Validation-Reference]",numeric,percent,,avgindfg_im_ww_f2,,,
Sleep Monitoring/Actigraphy,avggreentalt5,"Average green light time above 1,000 ÂµW/cmÂ² threshold over 24-hour periods in all days  from actigraphy",,numeric,minutes,,avgtallg_ib_w7_f2,,,
Sleep Monitoring/Actigraphy,avggreentaltnw5,"Average green light time above 1,000 ÂµW/cmÂ² threshold over 24-hour periods non-workdays  from actigraphy",,numeric,minutes,,avgtallg_ib_wn_f2,,,
Sleep Monitoring/Actigraphy,avggreentaltwd5,"Average green light time above 1,000 ÂµW/cmÂ² threshold over 24-hour periods in weekdays  from actigraphy",,numeric,minutes,,avgtallg_ib_w5_f2,,,
Sleep Monitoring/Actigraphy,avggreentaltwe5,"Average green light time above 1,000 ÂµW/cmÂ² threshold over 24-hour periods in weekends  from actigraphy",,numeric,minutes,,avgtallg_ib_w2_f2,,,
Sleep Monitoring/Actigraphy,avggreentaltwo5,"Average green light time above 1,000 ÂµW/cmÂ² threshold over 24-hour periods in workdays  from actigraphy",,numeric,minutes,,avgtallg_ib_ww_f2,,,
Sleep Monitoring/Actigraphy,avginbedduration5,Average daily duration of rest period in all days  from actigraphy,"In this study, rest period (i.e. rest internal) is defined as in-bed period (i.e. time in bed, TIB) in main sleep.",numeric,minutes,,avgprdrt_im_w7_f2,,,
Sleep Monitoring/Actigraphy,avginbeddurationnw5,Average daily duration of rest period in non-workdays  from actigraphy,"In this study, rest period (i.e. rest internal) is defined as in-bed period (i.e. time in bed, TIB) in main sleep.",numeric,minutes,,avgprdrt_im_wn_f2,,,
Sleep Monitoring/Actigraphy,avginbeddurationwd5,Average daily duration of rest period in weekdays  from actigraphy,"In this study, rest period (i.e. rest internal) is defined as in-bed period (i.e. time in bed, TIB) in main sleep.",numeric,minutes,,avgprdrt_im_w5_f2,,,
Sleep Monitoring/Actigraphy,avginbeddurationwe5,Average daily duration of rest period in weekends  from actigraphy,"In this study, rest period (i.e. rest internal) is defined as in-bed period (i.e. time in bed, TIB) in main sleep.",numeric,minutes,,avgprdrt_im_w2_f2,,,
Sleep Monitoring/Actigraphy,avginbeddurationwo5,Average daily duration of rest period in workdays  from actigraphy,"In this study, rest period (i.e. rest internal) is defined as in-bed period (i.e. time in bed, TIB) in main sleep.",numeric,minutes,,avgprdrt_im_ww_f2,,,
Sleep Monitoring/Actigraphy,avginbedtime5,Average daily start time for rest period in all days  from actigraphy,"In this study, rest period (i.e. rest interval) is defined as in-bed period (i.e. time in bed, TIB), therefore the start time of rest period is in-bed time.",time,,,avgbptrt_im_w7_f2,,,
Sleep Monitoring/Actigraphy,avginbedtimenw5,Average daily start time for rest period in non-workdays  from actigraphy,"In this study, rest period (i.e. rest interval) is defined as in-bed period (i.e. time in bed, TIB), therefore the start time of rest period is in-bed time.",time,,,avgbptrt_im_wn_f2,,,
Sleep Monitoring/Actigraphy,avginbedtimewd5,Average daily start time for rest period in weekdays  from actigraphy,"In this study, rest period (i.e. rest interval) is defined as in-bed period (i.e. time in bed, TIB), therefore the start time of rest period is in-bed time.",time,,,avgbptrt_im_w5_f2,,,
Sleep Monitoring/Actigraphy,avginbedtimewe5,Average daily start time for rest period in weekends  from actigraphy,"In this study, rest period (i.e. rest interval) is defined as in-bed period (i.e. time in bed, TIB), therefore the start time of rest period is in-bed time.",time,,,avgbptrt_im_w2_f2,,,
Sleep Monitoring/Actigraphy,avginbedtimewo5,Average daily start time for rest period in workdays  from actigraphy,"In this study, rest period (i.e. rest interval) is defined as in-bed period (i.e. time in bed, TIB), therefore the start time of rest period is in-bed time.",time,,,avgbptrt_im_ww_f2,,,
Sleep Monitoring/Actigraphy,avginbedwake5,Average daily duration of wake in bed in all days  from actigraphy,"Duration of wake in bed is the sum of sleep latency, wake after sleep onset (WASO) and wake after sleep offset in main sleep. Conventionally, this variable would be called ""total wake time"" (TWT).",numeric,minutes,,avgdurwk_im_w7_f2,,,
Sleep Monitoring/Actigraphy,avginbedwakenw5,Average daily duration of wake in bed in non-workdays  from actigraphy,"Duration of wake in bed is the sum of sleep latency, wake after sleep onset (WASO) and wake after sleep offset in main sleep. Conventionally, this variable would be called ""total wake time"" (TWT).",numeric,minutes,,avgdurwk_im_wn_f2,,,
Sleep Monitoring/Actigraphy,avginbedwakewd5,Average daily duration of wake in bed in weekdays  from actigraphy,"Duration of wake in bed is the sum of sleep latency, wake after sleep onset (WASO) and wake after sleep offset in main sleep. Conventionally, this variable would be called ""total wake time"" (TWT).",numeric,minutes,,avgdurwk_im_w5_f2,,,
Sleep Monitoring/Actigraphy,avginbedwakewe5,Average daily duration of wake in bed in weekends  from actigraphy,"Duration of wake in bed is the sum of sleep latency, wake after sleep onset (WASO) and wake after sleep offset in main sleep. Conventionally, this variable would be called ""total wake time"" (TWT).",numeric,minutes,,avgdurwk_im_w2_f2,,,
Sleep Monitoring/Actigraphy,avginbedwakewo5,Average daily duration of wake in bed in workdays  from actigraphy,"Duration of wake in bed is the sum of sleep latency, wake after sleep onset (WASO) and wake after sleep offset in main sleep. Conventionally, this variable would be called ""total wake time"" (TWT).",numeric,minutes,,avgdurwk_im_ww_f2,,,
Sleep Monitoring/Actigraphy,avgmainsleep5,Average daily total sleep duration in main sleep in all days  from actigraphy,Conventionally this variable would be called total sleep time (TST),numeric,minutes,,avgdursp_im_w7_f2,,TRUE,
Sleep Monitoring/Actigraphy,avgmainsleepnw5,Average daily total sleep duration in main sleep in non-workdays  from actigraphy,Conventionally this variable would be called total sleep time (TST),numeric,minutes,,avgdursp_im_wn_f2,,,
Sleep Monitoring/Actigraphy,avgmainsleepwd5,Average daily total sleep duration in main sleep in weekdays  from actigraphy,Conventionally this variable would be called total sleep time (TST),numeric,minutes,,avgdursp_im_w5_f2,,,
Sleep Monitoring/Actigraphy,avgmainsleepwe5,Average daily total sleep duration in main sleep in weekends  from actigraphy,Conventionally this variable would be called total sleep time (TST),numeric,minutes,,avgdursp_im_w2_f2,,,
Sleep Monitoring/Actigraphy,avgmainsleepwo5,Average daily total sleep duration in main sleep in workdays  from actigraphy,Conventionally this variable would be called total sleep time (TST),numeric,minutes,,avgdursp_im_ww_f2,,,
Sleep Monitoring/Actigraphy,avgmainteff5,Average daily sleep maintenance efficiency in all days  from actigraphy,"Sleep maintenance efficiency is the ratio between sleep duration (i.e. total sleep time, tst) and sleep period in main sleep. Sleep duration is the interval between sleep onset time and sleep offset time while asleep, while sleep period is the interval between sleep onset time and sleep offset time. ",numeric,percent,,avgeffsp_im_w7_f2,,,
Sleep Monitoring/Actigraphy,avgmainteffnw5,Average daily sleep maintenance efficiency in non-workdays  from actigraphy,"Sleep maintenance efficiency is the ratio between sleep duration (i.e. total sleep time, tst) and sleep period in main sleep. Sleep duration is the interval between sleep onset time and sleep offset time while asleep, while sleep period is the interval between sleep onset time and sleep offset time. ",numeric,percent,,avgeffsp_im_wn_f2,,,
Sleep Monitoring/Actigraphy,avgmainteffwd5,Average daily sleep maintenance efficiency in weekdays  from actigraphy,"Sleep maintenance efficiency is the ratio between sleep duration (i.e. total sleep time, tst) and sleep period in main sleep. Sleep duration is the interval between sleep onset time and sleep offset time while asleep, while sleep period is the interval between sleep onset time and sleep offset time. ",numeric,percent,,avgeffsp_im_w5_f2,,,
Sleep Monitoring/Actigraphy,avgmainteffwe5,Average daily sleep maintenance efficiency in weekends  from actigraphy,"Sleep maintenance efficiency is the ratio between sleep duration (i.e. total sleep time, tst) and sleep period in main sleep. Sleep duration is the interval between sleep onset time and sleep offset time while asleep, while sleep period is the interval between sleep onset time and sleep offset time. ",numeric,percent,,avgeffsp_im_w2_f2,,,
Sleep Monitoring/Actigraphy,avgmainteffwo5,Average daily sleep maintenance efficiency in workdays  from actigraphy,"Sleep maintenance efficiency is the ratio between sleep duration (i.e. total sleep time, tst) and sleep period in main sleep. Sleep duration is the interval between sleep onset time and sleep offset time while asleep, while sleep period is the interval between sleep onset time and sleep offset time. ",numeric,percent,,avgeffsp_im_ww_f2,,,
Sleep Monitoring/Actigraphy,avgnnapsall5,Average daily number of naps in all days  from actigraphy,"In this study, naps were marked based on sleep diaries and sustained periods (>5 minutes) of inactivity.",numeric,naps per day,,pdynumnp_in_w7_f2,,,
Sleep Monitoring/Actigraphy,avgnnapsallnw5,Average daily number of naps in non-workdays  from actigraphy,"In this study, naps were marked based on sleep diaries and sustained periods (>5 minutes) of inactivity.",numeric,naps,,pdynumnp_in_wn_f2,,,
Sleep Monitoring/Actigraphy,avgnnapsallwd5,Average daily number of naps in weekdays  from actigraphy,"In this study, naps were marked based on sleep diaries and sustained periods (>5 minutes) of inactivity.",numeric,naps,,pdynumnp_in_w5_f2,,,
Sleep Monitoring/Actigraphy,avgnnapsallwe5,Average daily number of naps in weekends  from actigraphy,"In this study, naps were marked based on sleep diaries and sustained periods (>5 minutes) of inactivity.",numeric,naps,,pdynumnp_in_w2_f2,,,
Sleep Monitoring/Actigraphy,avgnnapsallwo5,Average daily number of naps in workdays  from actigraphy,"In this study, naps were marked based on sleep diaries and sustained periods (>5 minutes) of inactivity.",numeric,naps,,pdynumnp_in_ww_f2,,,
Sleep Monitoring/Actigraphy,avgnnapssleep155,Average daily number of naps (>= 15 minutes) in all days  from actigraphy,,numeric,naps per day,,,,,
Sleep Monitoring/Actigraphy,avgnnapssleep15nw5,Average daily number of naps (>= 15 minutes) in non-workdays  from actigraphy,,numeric,naps,,,,,
Sleep Monitoring/Actigraphy,avgnnapssleep15wd5,Average daily number of naps (>= 15 minutes) in weekdays  from actigraphy,,numeric,naps,,,,,
Sleep Monitoring/Actigraphy,avgnnapssleep15we5,Average daily number of naps (>= 15 minutes) in weekends  from actigraphy,,numeric,naps,,,,,
Sleep Monitoring/Actigraphy,avgnnapssleep15wo5,Average daily number of naps  (>= 15 minutes) in workdays  from actigraphy,,numeric,naps,,,,,
Sleep Monitoring/Actigraphy,avgnnapssleep5,Average daily number of naps (with some sleep are counted) in all days  from actigraphy,,numeric,naps per day,,,,,
Sleep Monitoring/Actigraphy,avgnnapssleepnw5,Average daily number of naps (with some sleep are counted) in non-workdays  from actigraphy,,numeric,naps,,,,,
Sleep Monitoring/Actigraphy,avgnnapssleepwd5,Average daily number of naps (with some sleep are counted) in weekdays  from actigraphy,,numeric,naps,,,,,
Sleep Monitoring/Actigraphy,avgnnapssleepwe5,Average daily number of naps (with some sleep are counted) in weekends  from actigraphy,,numeric,naps,,,,,
Sleep Monitoring/Actigraphy,avgnnapssleepwo5,Average daily number of naps (with some sleep are counted) in workdays  from actigraphy,,numeric,naps,,,,,
Sleep Monitoring/Actigraphy,avgonsetlatency5,Average daily sleep onset latency in all days  from actigraphy,Sleep latency is the interval between the start of rest period (i.e. rest interval) and sleep onset time in main sleep.,numeric,minutes,,avglatsp_im_w7_f2,,,
Sleep Monitoring/Actigraphy,avgonsetlatencynw5,Average daily sleep onset latency in non-workdays  from actigraphy,Sleep latency is the interval between the start of rest period (i.e. rest interval) and sleep onset time in main sleep.,numeric,minutes,,avglatsp_im_wn_f2,,,
Sleep Monitoring/Actigraphy,avgonsetlatencywd5,Average daily sleep onset latency in weekdays  from actigraphy,Sleep latency is the interval between the start of rest period (i.e. rest interval) and sleep onset time in main sleep.,numeric,minutes,,avglatsp_im_w5_f2,,,
Sleep Monitoring/Actigraphy,avgonsetlatencywe5,Average daily sleep onset latency in weekends  from actigraphy,Sleep latency is the interval between the start of rest period (i.e. rest interval) and sleep onset time in main sleep.,numeric,minutes,,avglatsp_im_w2_f2,,,
Sleep Monitoring/Actigraphy,avgonsetlatencywo5,Average daily sleep onset latency in workdays  from actigraphy,Sleep latency is the interval between the start of rest period (i.e. rest interval) and sleep onset time in main sleep.,numeric,minutes,,avglatsp_im_ww_f2,,,
Sleep Monitoring/Actigraphy,avgoutbedtime5,Average daily end time for rest period in all days  from actigraphy,"In this study, the end time for rest period (i.e. rest interval) is defined as the out-bed time in main sleeps.",time,,,avgeptrt_im_w7_f2,,,
Sleep Monitoring/Actigraphy,avgoutbedtimenw5,Average daily end time for rest period in non-workdays  from actigraphy,"In this study, the end time for rest period (i.e. rest interval) is defined as the out-bed time in main sleeps.",time,,,avgeptrt_im_wn_f2,,,
